team_1,team_2,date,score_1,score_2,posse_1,posse_2,acerto_1,acerto_2,chutes_1,chutes_2,defesas_1,defesas_2,y_cards_1,y_cards_2,r_cards_1,r_cards_2,faltas_1,faltas_2,escanteios_1,escanteios_2,cruzamentos_1,cruzamentos_2,contatos_1,contatos_2,jogada_aerea_1,jogada_aerea_2,defesas_1,defesas_2,impedimento_1,impedimento_2,tiro_meta_1,tiro_meta_2,lateral_1,lateral_2,home_away,league
VitóriaGuimarães,SportingCP," sábado Novembro 5, 2022",0,3,0.38,0.62,0.79,0.83,0.0,0.35,27,4,5,1,0,0,10,16,3,11,4,36,459,645,5,12,27,4,0,4,13,7,17,15,away,PrimeiraLiga
RioAve,Boavista," domingo Novembro 6, 2022",1,0,0.45,0.55,0.77,0.8,0.14,0.14,17,13,3,2,0,0,11,13,4,4,20,19,540,641,12,7,17,13,6,3,9,9,20,25,home,PrimeiraLiga
Boavista,RioAve," domingo Novembro 6, 2022",0,1,0.55,0.45,0.8,0.77,0.14,0.14,13,17,2,3,0,0,13,11,4,4,19,20,641,540,7,12,13,17,3,6,9,9,25,20,away,PrimeiraLiga
Braga,CasaPia," domingo Novembro 6, 2022",0,1,0.68,0.32,0.86,0.73,0.26,0.25,7,35,2,3,0,0,13,16,7,1,37,9,851,489,16,8,7,35,0,1,7,14,25,22,home,PrimeiraLiga
CasaPia,Braga," domingo Novembro 6, 2022",1,0,0.32,0.68,0.73,0.86,0.25,0.26,35,7,3,2,0,0,16,13,1,7,9,37,489,851,8,16,35,7,1,0,14,7,22,25,away,PrimeiraLiga
Marítimo,Famalicão," domingo Novembro 6, 2022",0,0,0.56,0.44,0.78,0.74,0.17,0.23,18,28,2,2,0,0,19,14,7,6,31,19,589,499,22,14,18,28,3,0,8,13,27,18,home,PrimeiraLiga
Famalicão,Marítimo," domingo Novembro 6, 2022",0,0,0.44,0.56,0.74,0.78,0.23,0.17,28,18,2,2,0,0,14,19,6,7,19,31,499,589,14,22,28,18,0,3,13,8,18,27,away,PrimeiraLiga
Estoril,Benfica," domingo Novembro 6, 2022",1,5,0.41,0.59,0.83,0.87,0.25,0.37,18,9,0,0,0,0,15,9,1,11,8,20,516,694,10,16,18,9,0,7,8,6,17,23,home,PrimeiraLiga
Benfica,Estoril," domingo Novembro 6, 2022",5,1,0.59,0.41,0.87,0.83,0.37,0.25,9,18,0,0,0,0,9,15,11,1,20,8,694,516,16,10,9,18,7,0,6,8,23,17,away,PrimeiraLiga
Chaves,SantaClara," segunda-feira Novembro 7, 2022",0,0,0.63,0.37,0.81,0.71,0.31,0.11,15,36,4,4,0,0,12,12,4,6,22,17,687,486,18,20,15,36,2,1,12,8,26,14,home,PrimeiraLiga
SantaClara,Chaves," segunda-feira Novembro 7, 2022",0,0,0.37,0.63,0.71,0.81,0.11,0.31,36,15,4,4,0,0,12,12,6,4,17,22,486,687,20,18,36,15,1,2,8,12,14,26,away,PrimeiraLiga
Arouca,RioAve," sábado Novembro 12, 2022",0,1,0.63,0.37,0.79,0.72,0.0,0.43,12,38,5,4,0,0,12,15,10,4,31,15,644,457,8,12,12,38,1,3,6,11,27,15,home,PrimeiraLiga
RioAve,Arouca," sábado Novembro 12, 2022",1,0,0.37,0.63,0.72,0.79,0.43,0.0,38,12,4,5,0,0,15,12,4,10,15,31,457,644,12,8,38,12,3,1,11,6,15,27,away,PrimeiraLiga
Boavista,Porto," sábado Novembro 12, 2022",1,4,0.36,0.64,0.71,0.88,0.17,0.38,15,9,5,1,0,0,16,14,5,4,10,13,394,667,8,19,15,9,0,3,16,4,23,15,home,PrimeiraLiga
Porto,Boavista," sábado Novembro 12, 2022",4,1,0.64,0.36,0.88,0.71,0.38,0.17,9,15,1,5,0,0,14,16,4,5,13,10,667,394,19,8,9,15,3,0,4,16,15,23,away,PrimeiraLiga
PaçosdeFerreira,Vizela," domingo Novembro 13, 2022",0,2,0.57,0.43,0.73,0.74,0.36,0.36,16,42,1,4,0,0,12,17,9,7,44,18,582,491,18,24,16,42,2,0,11,12,22,25,home,PrimeiraLiga
Vizela,PaçosdeFerreira," domingo Novembro 13, 2022",2,0,0.43,0.57,0.74,0.73,0.36,0.36,42,16,4,1,0,0,17,12,7,9,18,44,491,582,24,18,42,16,0,2,12,11,25,22,away,PrimeiraLiga
VitóriaGuimarães,Marítimo," domingo Novembro 13, 2022",1,0,0.5,0.5,0.74,0.7,0.33,0.5,11,11,1,2,0,0,11,16,1,6,7,19,578,547,17,23,11,11,3,5,9,9,20,29,home,PrimeiraLiga
Marítimo,VitóriaGuimarães," domingo Novembro 13, 2022",0,1,0.5,0.5,0.7,0.74,0.5,0.33,11,11,2,1,0,0,16,11,6,1,19,7,547,578,23,17,11,11,5,3,9,9,29,20,away,PrimeiraLiga
CasaPia,Chaves," domingo Novembro 13, 2022",1,2,0.44,0.56,0.79,0.84,0.29,0.25,29,6,4,1,0,0,15,12,2,0,13,10,587,700,10,10,29,6,0,3,9,6,20,17,home,PrimeiraLiga
Chaves,CasaPia," domingo Novembro 13, 2022",2,1,0.56,0.44,0.84,0.79,0.25,0.29,6,29,1,4,0,0,12,15,0,2,10,13,700,587,10,10,6,29,3,0,6,9,17,20,away,PrimeiraLiga
Benfica,GilVicenteFC," domingo Novembro 13, 2022",3,1,0.54,0.46,0.87,0.85,0.31,0.33,10,5,1,1,0,0,13,12,6,0,17,11,745,641,12,2,10,5,6,1,4,11,17,21,home,PrimeiraLiga
GilVicenteFC,Benfica," domingo Novembro 13, 2022",1,3,0.46,0.54,0.85,0.87,0.33,0.31,5,10,1,1,0,0,12,13,0,6,11,17,641,745,2,12,5,10,1,6,11,4,21,17,away,PrimeiraLiga
Portimonense,Braga," domingo Novembro 13, 2022",1,2,0.48,0.52,0.75,0.74,0.38,0.43,17,18,2,4,0,1,9,9,2,8,22,22,570,613,21,22,17,18,1,2,10,8,30,24,home,PrimeiraLiga
Braga,Portimonense," domingo Novembro 13, 2022",2,1,0.52,0.48,0.74,0.75,0.43,0.38,18,17,4,2,1,0,9,9,8,2,22,22,613,570,22,21,18,17,2,1,8,10,24,30,away,PrimeiraLiga
Famalicão,SportingCP," domingo Novembro 13, 2022",1,2,0.41,0.59,0.8,0.84,0.18,0.35,19,18,4,7,0,0,14,17,3,5,25,22,516,681,12,8,19,18,4,2,7,5,14,17,home,PrimeiraLiga
SportingCP,Famalicão," domingo Novembro 13, 2022",2,1,0.59,0.41,0.84,0.8,0.35,0.18,18,19,7,4,0,0,17,14,5,3,22,25,681,516,8,12,18,19,2,4,5,7,17,14,away,PrimeiraLiga
SantaClara,Estoril," segunda-feira Novembro 14, 2022",3,1,0.41,0.59,0.73,0.81,0.53,0.06,27,19,3,1,0,0,19,15,6,7,18,20,429,542,13,12,27,19,1,2,8,4,15,21,home,PrimeiraLiga
Estoril,SantaClara," segunda-feira Novembro 14, 2022",1,3,0.59,0.41,0.81,0.73,0.06,0.53,19,27,1,3,0,0,15,19,7,6,20,18,542,429,12,13,19,27,2,1,4,8,21,15,away,PrimeiraLiga
RioAve,Marítimo," sexta-feira Dezembro 23, 2022",1,1,0.53,0.47,0.78,0.74,0.26,0.13,13,13,1,1,0,0,17,19,5,5,20,14,650,572,10,12,13,13,1,2,7,13,26,31,home,PrimeiraLiga
Marítimo,RioAve," sexta-feira Dezembro 23, 2022",1,1,0.47,0.53,0.74,0.78,0.13,0.26,13,13,1,1,0,0,19,17,5,5,14,20,572,650,12,10,13,13,2,1,13,7,31,26,away,PrimeiraLiga
Portimonense,CasaPia," quarta-feira Dezembro 28, 2022",1,2,0.52,0.48,0.74,0.72,0.2,0.37,20,7,4,3,0,0,22,11,1,11,8,25,565,533,18,14,20,7,1,2,9,4,26,21,home,PrimeiraLiga
CasaPia,Portimonense," quarta-feira Dezembro 28, 2022",2,1,0.48,0.52,0.72,0.74,0.37,0.2,7,20,3,4,0,0,11,22,11,1,25,8,533,565,14,18,7,20,2,1,4,9,21,26,away,PrimeiraLiga
Porto,Arouca," quarta-feira Dezembro 28, 2022",5,1,0.59,0.41,0.85,0.8,0.63,0.25,6,17,1,3,0,0,13,14,5,3,10,8,674,524,7,6,6,17,5,1,2,8,19,15,home,PrimeiraLiga
Arouca,Porto," quarta-feira Dezembro 28, 2022",1,5,0.41,0.59,0.8,0.85,0.25,0.63,17,6,3,1,0,0,14,13,3,5,8,10,524,674,6,7,17,6,1,5,8,2,15,19,away,PrimeiraLiga
GilVicenteFC,SantaClara," quinta-feira Dezembro 29, 2022",1,0,0.6,0.4,0.77,0.65,0.31,0.11,27,21,3,2,0,0,17,15,4,9,20,33,552,452,18,7,27,21,0,5,4,9,21,27,home,PrimeiraLiga
SantaClara,GilVicenteFC," quinta-feira Dezembro 29, 2022",0,1,0.4,0.6,0.65,0.77,0.11,0.31,21,27,2,3,0,0,15,17,9,4,33,20,452,552,7,18,21,27,5,0,9,4,27,21,away,PrimeiraLiga
SportingCP,PaçosdeFerreira," quinta-feira Dezembro 29, 2022",3,0,0.58,0.42,0.85,0.82,0.33,0.17,7,18,1,4,1,0,18,14,4,3,18,15,684,528,7,5,7,18,4,4,6,10,17,13,home,PrimeiraLiga
PaçosdeFerreira,SportingCP," quinta-feira Dezembro 29, 2022",0,3,0.42,0.58,0.82,0.85,0.17,0.33,18,7,4,1,0,1,14,18,3,4,15,18,528,684,5,7,18,7,4,4,10,6,13,17,away,PrimeiraLiga
Chaves,Famalicão," sexta-feira Dezembro 30, 2022",0,2,0.51,0.49,0.8,0.82,0.11,0.31,12,24,4,5,0,0,18,20,5,3,27,12,570,572,8,20,12,24,2,2,10,11,18,8,home,PrimeiraLiga
Famalicão,Chaves," sexta-feira Dezembro 30, 2022",2,0,0.49,0.51,0.82,0.8,0.31,0.11,24,12,5,4,0,0,20,18,3,5,12,27,572,570,20,8,24,12,2,2,11,10,8,18,away,PrimeiraLiga
Vizela,VitóriaGuimarães," sexta-feira Dezembro 30, 2022",3,0,0.38,0.62,0.71,0.83,0.38,0.13,24,11,5,3,0,0,19,11,1,5,4,32,456,687,10,12,24,11,5,1,14,9,10,20,home,PrimeiraLiga
VitóriaGuimarães,Vizela," sexta-feira Dezembro 30, 2022",0,3,0.62,0.38,0.83,0.71,0.13,0.38,11,24,3,5,0,0,11,19,5,1,32,4,687,456,12,10,11,24,1,5,9,14,20,10,away,PrimeiraLiga
Braga,Benfica," sexta-feira Dezembro 30, 2022",3,0,0.37,0.63,0.74,0.83,0.4,0.3,20,9,2,3,0,0,11,13,4,8,12,29,529,785,10,14,20,9,0,2,7,9,14,18,home,PrimeiraLiga
Benfica,Braga," sexta-feira Dezembro 30, 2022",0,3,0.63,0.37,0.83,0.74,0.3,0.4,9,20,3,2,0,0,13,11,8,4,29,12,785,529,14,10,9,20,2,0,9,7,18,14,away,PrimeiraLiga
Chelsea,ManchesterCity," quinta-feira Janeiro 5, 2023",0,1,0.48,0.52,0.83,0.87,0.25,0.25,14,15,2,0,0,0,9,9,3,2,16,14,692,764,8,12,14,15,2,1,7,6,16,17,home,Premier
ManchesterCity,Chelsea," quinta-feira Janeiro 5, 2023",1,0,0.52,0.48,0.87,0.83,0.25,0.25,15,14,0,2,0,0,9,9,2,3,14,16,764,692,12,8,15,14,1,2,6,7,17,16,away,Premier
SantaClara,Braga," quinta-feira Janeiro 5, 2023",0,4,0.35,0.65,0.76,0.86,0.0,0.5,19,16,1,1,0,0,16,14,1,6,17,17,454,757,8,7,19,16,2,2,7,5,16,20,home,PrimeiraLiga
Braga,SantaClara," quinta-feira Janeiro 5, 2023",4,0,0.65,0.35,0.86,0.76,0.5,0.0,16,19,1,1,0,0,14,16,6,1,17,17,757,454,7,8,16,19,2,2,5,7,20,16,away,PrimeiraLiga
Fiorentina,Sassuolo," sábado Janeiro 7, 2023",2,1,0.53,0.47,0.75,0.74,0.21,0.2,6,18,4,3,0,0,14,9,6,3,18,7,537,504,17,9,6,18,1,1,10,12,23,18,home,Italy-A
Sassuolo,Fiorentina," sábado Janeiro 7, 2023",1,2,0.47,0.53,0.74,0.75,0.2,0.21,18,6,3,4,0,0,9,14,3,6,7,18,504,537,9,17,18,6,1,1,12,10,18,23,away,Italy-A
Juventus,Udinese," sábado Janeiro 7, 2023",1,0,0.51,0.49,0.82,0.83,0.29,0.27,17,27,1,2,0,0,16,13,6,4,22,21,609,608,15,6,17,27,3,0,2,10,20,17,home,Italy-A
Udinese,Juventus," sábado Janeiro 7, 2023",0,1,0.49,0.51,0.83,0.82,0.27,0.29,27,17,2,1,0,0,13,16,4,6,21,22,608,609,6,15,27,17,0,3,10,2,17,20,away,Italy-A
Monza,Internazionale," sábado Janeiro 7, 2023",2,2,0.54,0.46,0.82,0.8,0.31,0.27,11,16,0,3,0,0,14,20,3,5,19,19,652,581,11,6,11,16,0,3,6,5,22,17,home,Italy-A
Internazionale,Monza," sábado Janeiro 7, 2023",2,2,0.46,0.54,0.8,0.82,0.27,0.31,16,11,3,0,0,0,20,14,5,3,19,19,581,652,6,11,16,11,3,0,5,6,17,22,away,Italy-A
Salernitana,Torino," domingo Janeiro 8, 2023",1,1,0.38,0.62,0.67,0.79,0.36,0.35,24,14,2,3,0,0,10,15,6,7,17,26,462,666,8,22,24,14,1,1,14,7,13,25,home,Italy-A
Torino,Salernitana," domingo Janeiro 8, 2023",1,1,0.62,0.38,0.79,0.67,0.35,0.36,14,24,3,2,0,0,15,10,7,6,26,17,666,462,22,8,14,24,1,1,7,14,25,13,away,Italy-A
Spezia,Lecce," domingo Janeiro 8, 2023",0,0,0.57,0.43,0.7,0.63,0.2,0.27,21,30,0,1,0,0,14,15,5,7,20,23,621,513,15,13,21,30,1,1,1,13,44,32,home,Italy-A
Lecce,Spezia," domingo Janeiro 8, 2023",0,0,0.43,0.57,0.63,0.7,0.27,0.2,30,21,1,0,0,0,15,14,7,5,23,20,513,621,13,15,30,21,1,1,13,1,32,44,away,Italy-A
Lazio,Empoli," domingo Janeiro 8, 2023",2,2,0.54,0.46,0.86,0.87,0.22,0.4,9,19,4,1,0,0,17,10,10,3,22,13,711,641,7,5,9,19,2,1,4,4,10,11,home,Italy-A
Empoli,Lazio," domingo Janeiro 8, 2023",2,2,0.46,0.54,0.87,0.86,0.4,0.22,19,9,1,4,0,0,10,17,3,10,13,22,641,711,5,7,19,9,1,2,4,4,11,10,away,Italy-A
Sampdoria,Napoli," domingo Janeiro 8, 2023",0,2,0.34,0.66,0.73,0.9,0.22,0.27,21,11,3,2,1,0,15,12,2,5,12,15,415,808,12,11,21,11,0,4,14,6,16,11,home,Italy-A
Napoli,Sampdoria," domingo Janeiro 8, 2023",2,0,0.66,0.34,0.9,0.73,0.27,0.22,11,21,2,3,0,1,12,15,5,2,15,12,808,415,11,12,11,21,4,0,6,14,11,16,away,Italy-A
Milan,Roma," domingo Janeiro 8, 2023",2,2,0.6,0.4,0.85,0.78,0.42,0.25,15,19,4,6,0,0,19,13,3,4,15,16,645,465,9,10,15,19,0,1,2,8,16,22,home,Italy-A
Roma,Milan," domingo Janeiro 8, 2023",2,2,0.4,0.6,0.78,0.85,0.25,0.42,19,15,6,4,0,0,13,19,4,3,16,15,465,645,10,9,19,15,1,0,8,2,22,16,away,Italy-A
Benfica,Portimonense," sexta-feira Janeiro 6, 2023",1,0,0.71,0.29,0.85,0.69,0.4,0.0,7,25,0,2,0,0,11,15,12,2,27,9,794,416,18,18,7,25,4,2,5,13,17,14,home,PrimeiraLiga
Portimonense,Benfica," sexta-feira Janeiro 6, 2023",0,1,0.29,0.71,0.69,0.85,0.0,0.4,25,7,2,0,0,0,15,11,2,12,9,27,416,794,18,18,25,7,2,4,13,5,14,17,away,PrimeiraLiga
Famalicão,Vizela," sexta-feira Janeiro 6, 2023",2,1,0.49,0.51,0.81,0.77,0.38,0.57,28,10,3,6,0,0,14,11,6,4,19,12,632,632,20,15,28,10,1,1,7,7,13,28,home,PrimeiraLiga
Vizela,Famalicão," sexta-feira Janeiro 6, 2023",1,2,0.51,0.49,0.77,0.81,0.57,0.38,10,28,6,3,0,0,11,14,4,6,12,19,632,632,15,20,10,28,1,1,7,7,28,13,away,PrimeiraLiga
Arouca,Estoril," sábado Janeiro 7, 2023",2,0,0.51,0.49,0.62,0.64,0.41,0.21,16,20,2,1,0,0,19,18,2,5,13,20,488,485,15,12,16,20,2,1,11,11,18,14,home,PrimeiraLiga
Estoril,Arouca," sábado Janeiro 7, 2023",0,2,0.49,0.51,0.64,0.62,0.21,0.41,20,16,1,2,0,0,18,19,5,2,20,13,485,488,12,15,20,16,1,2,11,11,14,18,away,PrimeiraLiga
VitóriaGuimarães,RioAve," sábado Janeiro 7, 2023",0,0,0.58,0.42,0.8,0.79,0.22,0.0,4,35,3,2,0,0,21,21,5,2,26,8,639,516,14,9,4,35,1,4,7,8,31,18,home,PrimeiraLiga
RioAve,VitóriaGuimarães," sábado Janeiro 7, 2023",0,0,0.42,0.58,0.79,0.8,0.0,0.22,35,4,2,3,0,0,21,21,2,5,8,26,516,639,9,14,35,4,4,1,8,7,18,31,away,PrimeiraLiga
CasaPia,Porto," sábado Janeiro 7, 2023",0,0,0.27,0.73,0.59,0.85,0.0,0.33,43,11,3,0,0,0,10,11,5,6,11,32,409,853,16,32,43,11,3,3,18,5,17,22,home,PrimeiraLiga
Porto,CasaPia," sábado Janeiro 7, 2023",0,0,0.73,0.27,0.85,0.59,0.33,0.0,11,43,0,3,0,0,11,10,6,5,32,11,853,409,32,16,11,43,3,3,5,18,22,17,away,PrimeiraLiga
PaçosdeFerreira,Chaves," domingo Janeiro 8, 2023",1,1,0.57,0.43,0.78,0.75,0.22,0.17,10,31,6,5,0,0,20,21,9,6,31,15,580,487,14,12,10,31,2,1,10,6,22,26,home,PrimeiraLiga
Chaves,PaçosdeFerreira," domingo Janeiro 8, 2023",1,1,0.43,0.57,0.75,0.78,0.17,0.22,31,10,5,6,0,0,21,20,6,9,15,31,487,580,12,14,31,10,1,2,6,10,26,22,away,PrimeiraLiga
Marítimo,SportingCP," domingo Janeiro 8, 2023",1,0,0.35,0.65,0.64,0.78,0.13,0.1,25,7,4,4,0,0,24,12,3,8,10,28,401,619,12,17,25,7,2,5,13,7,23,35,home,PrimeiraLiga
SportingCP,Marítimo," domingo Janeiro 8, 2023",0,1,0.65,0.35,0.78,0.64,0.1,0.13,7,25,4,4,0,0,12,24,8,3,28,10,619,401,17,12,7,25,5,2,7,13,35,23,away,PrimeiraLiga
Boavista,GilVicenteFC," domingo Janeiro 8, 2023",1,0,0.45,0.55,0.76,0.79,0.38,0.22,31,12,4,2,0,0,18,9,6,9,16,33,486,526,11,18,31,12,4,0,12,7,25,15,home,PrimeiraLiga
GilVicenteFC,Boavista," domingo Janeiro 8, 2023",0,1,0.55,0.45,0.79,0.76,0.22,0.38,12,31,2,4,0,0,9,18,9,6,33,16,526,486,18,11,12,31,0,4,7,12,15,25,away,PrimeiraLiga
HellasVerona,Cremonese," segunda-feira Janeiro 9, 2023",2,0,0.47,0.53,0.71,0.71,0.44,0.36,29,10,3,4,0,0,16,11,3,5,11,18,577,595,40,20,29,10,2,1,6,6,31,23,home,Italy-A
Cremonese,HellasVerona," segunda-feira Janeiro 9, 2023",0,2,0.53,0.47,0.71,0.71,0.36,0.44,10,29,4,3,0,0,11,16,5,3,18,11,595,577,20,40,10,29,1,2,6,6,23,31,away,Italy-A
Bologna,Atalanta," segunda-feira Janeiro 9, 2023",1,2,0.51,0.49,0.78,0.79,0.25,0.43,14,20,3,2,0,0,16,15,4,0,17,18,695,678,9,15,14,20,1,1,7,9,28,23,home,Italy-A
Atalanta,Bologna," segunda-feira Janeiro 9, 2023",2,1,0.49,0.51,0.79,0.78,0.43,0.25,20,14,2,3,0,0,15,16,0,4,18,17,678,695,15,9,20,14,1,1,9,7,23,28,away,Italy-A
Fulham,Chelsea," quinta-feira Janeiro 12, 2023",2,1,0.49,0.51,0.77,0.79,0.38,0.5,23,21,4,3,0,1,12,16,5,7,20,14,625,667,10,5,23,21,3,3,8,1,33,13,home,Premier
Chelsea,Fulham," quinta-feira Janeiro 12, 2023",1,2,0.51,0.49,0.79,0.77,0.5,0.38,21,23,3,4,1,0,16,12,7,5,14,20,667,625,5,10,21,23,3,3,1,8,13,33,away,Premier
ClermontFoot,Rennes," quarta-feira Janeiro 11, 2023",2,1,0.39,0.61,0.74,0.85,0.45,0.22,12,12,0,2,0,1,12,13,4,1,10,9,486,722,14,16,12,12,2,0,6,4,17,20,home,France-1
Rennes,ClermontFoot," quarta-feira Janeiro 11, 2023",1,2,0.61,0.39,0.85,0.74,0.22,0.45,12,12,2,0,1,0,13,12,1,4,9,10,722,486,16,14,12,12,0,2,4,6,20,17,away,France-1
Ajaccio,Reims," quarta-feira Janeiro 11, 2023",0,1,0.48,0.52,0.66,0.71,0.09,0.11,8,27,3,3,0,0,20,22,2,2,32,11,531,590,24,20,8,27,3,2,4,5,31,31,home,France-1
Reims,Ajaccio," quarta-feira Janeiro 11, 2023",1,0,0.52,0.48,0.71,0.66,0.11,0.09,27,8,3,3,0,0,22,20,2,2,11,32,590,531,20,24,27,8,2,3,5,4,31,31,away,France-1
Auxerre,Toulouse," quarta-feira Janeiro 11, 2023",0,5,0.48,0.52,0.77,0.78,0.22,0.75,11,27,3,1,0,0,22,13,7,4,29,13,481,516,16,19,11,27,0,1,5,8,16,12,home,France-1
Toulouse,Auxerre," quarta-feira Janeiro 11, 2023",5,0,0.52,0.48,0.78,0.77,0.75,0.22,27,11,1,3,0,0,13,22,4,7,13,29,516,481,19,16,27,11,1,0,8,5,12,16,away,France-1
Brest,Lille," quarta-feira Janeiro 11, 2023",0,0,0.29,0.71,0.66,0.85,0.0,0.36,22,10,0,1,0,0,15,12,0,8,11,23,418,833,10,19,22,10,0,2,7,4,25,14,home,France-1
Lille,Brest," quarta-feira Janeiro 11, 2023",0,0,0.71,0.29,0.85,0.66,0.36,0.0,10,22,1,0,0,0,12,15,8,0,23,11,833,418,19,10,10,22,2,0,4,7,14,25,away,France-1
Nantes,Lyon," quarta-feira Janeiro 11, 2023",0,0,0.4,0.6,0.73,0.86,0.38,0.6,18,27,2,3,0,0,12,15,6,1,22,13,519,746,17,17,18,27,2,2,3,7,21,17,home,France-1
Lyon,Nantes," quarta-feira Janeiro 11, 2023",0,0,0.6,0.4,0.86,0.73,0.6,0.38,27,18,3,2,0,0,15,12,1,6,13,22,746,519,17,17,27,18,2,2,7,3,17,21,away,France-1
Troyes,Marseille," quarta-feira Janeiro 11, 2023",0,2,0.32,0.68,0.78,0.88,0.2,0.31,12,9,2,3,0,0,12,13,4,7,11,27,425,779,6,3,12,9,1,4,5,1,20,15,home,France-1
Marseille,Troyes," quarta-feira Janeiro 11, 2023",2,0,0.68,0.32,0.88,0.78,0.31,0.2,9,12,3,2,0,0,13,12,7,4,27,11,779,425,3,6,9,12,4,1,1,5,15,20,away,France-1
Nice,Montpellier," quarta-feira Janeiro 11, 2023",6,1,0.58,0.42,0.84,0.78,0.63,0.5,19,20,1,1,0,0,16,17,3,4,16,12,644,505,5,7,19,20,0,3,5,5,12,24,home,France-1
Montpellier,Nice," quarta-feira Janeiro 11, 2023",1,6,0.42,0.58,0.78,0.84,0.5,0.63,20,19,1,1,0,0,17,16,4,3,12,16,505,644,7,5,20,19,3,0,5,5,24,12,away,France-1
ParisSaint-Germain,Angers," quarta-feira Janeiro 11, 2023",2,0,0.66,0.34,0.92,0.87,0.67,0.0,5,8,1,2,0,0,5,10,5,1,10,7,944,530,3,2,5,8,3,2,5,1,14,8,home,France-1
Angers,ParisSaint-Germain," quarta-feira Janeiro 11, 2023",0,2,0.34,0.66,0.87,0.92,0.0,0.67,8,5,2,1,0,0,10,5,1,5,7,10,530,944,2,3,8,5,2,3,1,5,8,14,away,France-1
Lorient,Monaco," quarta-feira Janeiro 11, 2023",2,2,0.42,0.58,0.75,0.81,0.75,0.25,25,17,1,1,0,0,8,13,3,4,13,25,529,670,9,15,25,17,1,2,8,5,15,24,home,France-1
Monaco,Lorient," quarta-feira Janeiro 11, 2023",2,2,0.58,0.42,0.81,0.75,0.25,0.75,17,25,1,1,0,0,13,8,4,3,25,13,670,529,15,9,17,25,2,1,5,8,24,15,away,France-1
Strasbourg,Lens," quarta-feira Janeiro 11, 2023",2,2,0.35,0.65,0.79,0.87,0.67,0.53,34,10,1,1,0,0,15,10,3,4,11,34,486,783,13,5,34,10,0,0,8,2,13,23,home,France-1
Lens,Strasbourg," quarta-feira Janeiro 11, 2023",2,2,0.65,0.35,0.87,0.79,0.53,0.67,10,34,1,1,0,0,10,15,4,3,34,11,783,486,5,13,10,34,0,0,2,8,23,13,away,France-1
AstonVilla,LeedsUnited," sexta-feira Janeiro 13, 2023",2,1,0.52,0.48,0.72,0.68,0.45,0.19,31,7,2,2,0,0,12,18,0,11,4,22,616,570,16,11,31,7,2,5,6,5,27,38,home,Premier
LeedsUnited,AstonVilla," sexta-feira Janeiro 13, 2023",1,2,0.48,0.52,0.68,0.72,0.19,0.45,7,31,2,2,0,0,18,12,11,0,22,4,570,616,11,16,7,31,5,2,5,6,38,27,away,Premier
ManchesterUnited,ManchesterCity," sábado Janeiro 14, 2023Manchester Derby",2,1,0.3,0.7,0.73,0.87,0.38,0.2,29,5,3,0,0,0,15,5,1,2,4,20,426,850,9,10,29,5,6,2,1,4,14,13,home,Premier
ManchesterCity,ManchesterUnited," sábado Janeiro 14, 2023Manchester Derby",1,2,0.7,0.3,0.87,0.73,0.2,0.38,5,29,0,3,0,0,5,15,2,1,20,4,850,426,10,9,5,29,2,6,4,1,13,14,away,Premier
Everton,Southampton," sábado Janeiro 14, 2023",1,2,0.52,0.48,0.7,0.69,0.33,0.38,20,33,0,3,0,0,7,18,6,4,24,10,550,522,21,26,20,33,3,2,10,10,18,16,home,Premier
Southampton,Everton," sábado Janeiro 14, 2023",2,1,0.48,0.52,0.69,0.7,0.38,0.33,33,20,3,0,0,0,18,7,4,6,10,24,522,550,26,21,33,20,2,3,10,10,16,18,away,Premier
WolverhamptonWanderers,WestHamUnited," sábado Janeiro 14, 2023",1,0,0.58,0.42,0.83,0.74,0.24,0.19,38,18,0,2,0,0,10,7,4,3,14,31,724,532,16,19,38,18,4,1,7,4,20,22,home,Premier
WestHamUnited,WolverhamptonWanderers," sábado Janeiro 14, 2023",0,1,0.42,0.58,0.74,0.83,0.19,0.24,18,38,2,0,0,0,7,10,3,4,31,14,532,724,19,16,18,38,1,4,4,7,22,20,away,Premier
NottinghamForest,LeicesterCity," sábado Janeiro 14, 2023",2,0,0.39,0.61,0.73,0.8,0.33,0.17,31,16,1,2,0,0,11,12,3,5,19,26,509,706,13,11,31,16,2,1,5,9,15,26,home,Premier
LeicesterCity,NottinghamForest," sábado Janeiro 14, 2023",0,2,0.61,0.39,0.8,0.73,0.17,0.33,16,31,2,1,0,0,12,11,5,3,26,19,706,509,11,13,16,31,1,2,9,5,26,15,away,Premier
Brighton&HoveAlbion,Liverpool," sábado Janeiro 14, 2023",3,0,0.61,0.39,0.86,0.83,0.5,0.33,7,24,1,3,0,0,9,15,7,1,16,4,781,561,7,5,7,24,4,2,4,4,20,12,home,Premier
Liverpool,Brighton&HoveAlbion," sábado Janeiro 14, 2023",0,3,0.39,0.61,0.83,0.86,0.33,0.5,24,7,3,1,0,0,15,9,1,7,4,16,561,781,5,7,24,7,2,4,4,4,12,20,away,Premier
Brentford,Bournemouth," sábado Janeiro 14, 2023",2,0,0.5,0.5,0.71,0.76,0.27,0.29,22,36,1,1,0,0,5,9,5,3,24,17,592,614,18,20,22,36,2,1,4,9,25,21,home,Premier
